"","review"
"2125","great deal priceline bid win live vancouver bc spend weekends seattle used priceline price function times happy renaissance nicer crowne plaza red lion waaaay better sketchy holiday inn express stuck pricelinethe renaissance lobby lovely staff friendly rooms large clean comfortable pool gym nice location convenient stay walk pike place crocodile space needle times stay people nt like walk bit far space needle area stop nitelite halfway drink hotel parking atrocious use going bumbershoot nt want waste time coming car normally use street parkingit plentiful close hotel free eveningssundaysholidaysi pay dollars night place nights booked coming weekend payed dollars instead website labor daybumbershoot weekend hotels scarce seattle expensive hotel town moore costs pay renaissance budget boutique hotelit good deal"
"2126","18.6808009147644"
"2127","5"
"2128","9"
"2129","27"
"2130","0"
"2131","121"
"2132","3"
"2133","26"
"2134","0"
"2135","178"
"2136","en"
"2137","great location friendly staff comfortable beds got great deal priceline night treated paid price room nice comfortable beds complimentary coffee cocoa nice start day location makes easy sites hills make walk little bit exercise grayline shuttle sea tac drops hotel inexpensive ate bar night good food reasonably priced ate restaurants water victoria clipper tip definitely stay"
"2138","18.6809370517731"
"2139","5"
"2140","9"
"2141","27"
"2142","0"
"2143","121"
"2144","3"
"2145","26"
"2146","0"
"2147","179"
"2148","en"
"2149","yuck stayed hotel nights earlier month stayed number renaissance hotels states europe happy read reviews surprised mixed report felt worth risk trying use remaining marriott points free stay category hotel bad shocked room straight s earlier worn carpet worn furniture ancient bathroom satisfactory mood different hotel thought tried use internet sorry just sucks hotel hours work online transfer files slower old fashioned modem remember spent hour phone internet dept kept claiming people hotel sharing files overloading network make slightly better took night files transfer hotel comparison work days earlier westin canada hour totally unacceptable tried luck wireless neighboring hotel instead absolutely way convinced return hotel"
"2150","18.6810541152954"
"2151","5"
"2152","9"
"2153","27"
"2154","0"
"2155","121"
"2156","3"
"2157","26"
"2158","0"
"2159","180"
"2160","en"
"2161","nice hotel good check fast staff friendly breakfast cafe good expensivethe rooms clean beds comfortable hotel centrally located walking distance quite attractions year old son loved indoor pool floor great views hung nightthe bad traffic east freeway terrible rd floor hear night nt request room change light sleeper bother night parking ridiculous stay got good deal"
"2162","18.6811668872833"
"2163","5"
"2164","9"
"2165","27"
"2166","0"
"2167","121"
"2168","3"
"2169","26"
"2170","0"
"2171","181"
"2172","en"
"2173","worst hotel experience thinking booking room hotel just nt traveled seattle work colleagues seminar booked room priceline asking star hotel downtown seattle got reservations renaissance supposedly star hotel disaster half got rooms freeway building noise bad large container trucks rumbling night switch rooms earplugs nt help block noise rooms pretty shabby scratched damaged furniture complained management asked switch rooms told priceline rooms discounted rooms nt expect quality paying guests ended pay extra night just adequate roomsthe half group got rooms hotel construction going early morning quite late night rooms terribly noisy earplugs cut noisethe staff acted like complaints guests able sleep noise old news nt want hear acted indignant dare complain extremely rude dismissivealso ice machines broken floors search floors working attempt fix minibar mini refrigerator rooms spot refigerator used removed allthe renaissance bills star hotel rating based solely hotel lobby stars based shabby rooms noise lack service rude staff stretched star stay renaissance hotel"
"2174","18.6812779903412"
"2175","5"
"2176","9"
"2177","27"
"2178","0"
"2179","121"
"2180","3"
"2181","26"
"2182","0"
"2183","182"
"2184","en"
"2185","enjoyed stay stayed hotel nights water temperature shower barely luke warm calls desk problem fixed staff friendly restaurant breakfast buffet nice huge storm hardly noticable tv reception nt big problem overall happy accomodations stay"
"2186","18.6813690662384"
"2187","5"
"2188","9"
"2189","27"
"2190","0"
"2191","121"
"2192","3"
"2193","26"
"2194","0"
"2195","183"
"2196","en"
"2197","nice hotel friendly staff problem checking parking reviews suggested hotels seattle charge parking went expecting parking garage clean lit equipped elevator lobby hotelthe staff friendly met request smile morning beverage option nice touch kids enjoyed rooms clean maintained wish pool larger tended kept comfortable temp location convenient long nt walking surely stay"
"2198","18.6814849376678"
"2199","5"
"2200","9"
"2201","27"
"2202","0"
"2203","121"
"2204","3"
"2205","26"
"2206","0"
"2207","184"
"2208","en"
"2209","stay tonight slept wonderful love comforters double sheets kids loved indoor pool morning hot chocolate left upscale shower samples typical brands got room service dinner nights nt terribly expensive actually tasted good parking cost bucks parking just expensive seattle got great deal room nt feel bad extras paid extra internet room bucks day internet long distance phone calls definitely stay"
"2210","18.6816139221191"
"2211","5"
"2212","9"
"2213","27"
"2214","0"
"2215","121"
"2216","3"
"2217","26"
"2218","0"
"2219","185"
"2220","en"
"2221","great business hotel stayed hotel times year business really good experience overall staff members encountered friendly desk staff staff members encountered elevators rooms immaculate hotel wellmaintained room service quick complimentary beverage service morning great location walking distance tons restaurants shopping thing soso thing restaurant food service italian restaurant inside hotel prices average service slow recommend checking restaurants area eating nt restaurant particularly bad just lot better restaurants close walking distanceall great place stay business use marriott points long weekend"
"2222","18.6817278862"
"2223","5"
"2224","9"
"2225","27"
"2226","0"
"2227","121"
"2228","3"
"2229","26"
"2230","0"
"2231","186"
"2232","en"
"2233","great service probably half star star hotel guest services outstanding employees ask needed help walking getting hotel desk ate hotel cafe nd floor quick bite checking steak sandwich tender tasted hot water bathroom instant towels nice paid night priceline think parking hotel dollars nightfeel free ask questions"
"2234","18.6818509101868"
"2235","5"
"2236","9"
"2237","27"
"2238","0"
"2239","121"
"2240","3"
"2241","26"
"2242","0"
"2243","187"
"2244","en"
"2245","stayed saturday night stop flying home day floor overlooking expressway hear noise restaurants walked square blocks hotel nothing open saturday hotel restaurants decided good choice bed comfortable today checking bank statements unexplained charge credit card real test phone calls correct mistake really just hotel nothing special bit isolated close expressway"
"2246","18.682018995285"
"2247","5"
"2248","9"
"2249","27"
"2250","0"
"2251","121"
"2252","3"
"2253","26"
"2254","0"
"2255","188"
"2256","en"
"2257","expect saw rate online sites werent planning stay got group rate room worthwhile certainly wouldnt pay seen rate room clean spacious comfortable really great view citythe service friendly desk pretty slow hotel fully booked busythe pool pleasant restaurant expect renaissancethe hotel hill fairly steep climb cheap taxi ride didnt feel like walking"
"2258","18.6821539402008"
"2259","5"
"2260","9"
"2261","27"
"2262","0"
"2263","121"
"2264","3"
"2265","26"
"2266","0"
"2267","189"
"2268","en"
"2269","happier reservation hotels minute taxes paid room free coffee hot chocolate request wakeup stayed similar boutiquestyle hotels cities inroom coffee fan bathroom nonchipping tiles bathroom personally recommend hotel desk personnel helpful reasonably friendly bell personnel left waiting weather half hour said right car"
